"Date","FNSKU","ASIN","MSKU","Title","Event Type","Reference ID","Quantity","Fulfillment Center","Disposition","Reason","Country","Reconciled Quantity","Unreconciled Quantity","Date and Time"
"07/17/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","SVQ1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","CustomerReturns","","1","BTS2","DEFECTIVE",,"SK","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001T0EPOZ","B07ZTHSVCK","84-F0A5-X7S1","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","VendorReturns","","-1","DUS4","SELLABLE",,"DE","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQRHT3","B0BTDTN52N","TUBOX3-PINK","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","CustomerReturns","","1","MAD4","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","BCN4","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","WhseTransfers","","-1","BCN1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X0013ZBBK7","B07ZTHSVCK","UG-965T-RORR","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X0013ZBBK7","B07ZTHSVCK","UG-965T-RORR","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","WhseTransfers","","1","BCN4","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/17/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","BCN4","SELLABLE",,"ES","","","2025-07-17T01:00:00+0100"
"07/16/2025","X0029D6HAL","B0F1F2KX6J","29PSIX4_CB","TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X0029D6HAL","B0F1F2KX6J","29PSIX4_CB","TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X0029D6HAL","B0F1F2KX6J","29PSIX4_CB","TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-2","BCN1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X0029D0DRJ","B0F1F4FM85","29PSIX3_SB","TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida)","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","WhseTransfers","","-1","BCN1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","SVQ1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","SVQ1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X00231GYQL","B0D87X42RN","4R-VSV0-WZ9Z","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Dorado","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQRHT3","B0BTDTN52N","TUBOX3-PINK","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQRHT3","B0BTDTN52N","TUBOX3-PINK","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQRHT3","B0BTDTN52N","TUBOX3-PINK","TUBOPLUS X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Rosa","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","WhseTransfers","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","VendorReturns","","-1","MUC3","DEFECTIVE",,"DE","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","VendorReturns","","-1","MUC3","CUSTOMER_DAMAGED",,"DE","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","WhseTransfers","","1","FRA7","SELLABLE",,"DE","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","VendorReturns","","-2","DUS2","CUSTOMER_DAMAGED",,"DE","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","WhseTransfers","","-1","BTS2","SELLABLE",,"SK","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","WhseTransfers","","1","BCN4","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7KJ","B0BTDS4GYS","TUBOX4-CRY-SB","TUBOPLUS - Bote presurizador para Pelotas de pádel y Tenis | TUBOX4 Crystal (SIN Bomba) | Compresor para Pelotas | Accesorios indispensables","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7JP","B0BTDTVCG2","TUBOX3-WHI","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco","Shipments","","-1","SVQ1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X001PQP7JP","B0BTDTVCG2","TUBOX3-WHI","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Blanco","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X0013ZBBK7","B07ZTHSVCK","UG-965T-RORR","TUBOPLUS - TuboX4 Crystal + Bomba con Manómetro - Presurizador de Pelotas de Tenis y Padel","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","WhseTransfers","","-1","MAD7","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/16/2025","X000GERVU5","B0183RZ2VI","IB-IKLG-TV8H","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Naranja","Shipments","","-1","MAD7","SELLABLE",,"ES","","","2025-07-16T01:00:00+0100"
"07/15/2025","X0029D6HAL","B0F1F2KX6J","29PSIX4_CB","TUBOPLUS 29PSI X4e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 4 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","BCN4","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","OVD1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-2","OVD1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D24LR","B0F1F2PQPK","29PSIX3_CB_2","TUBOPLUS 29PSI X3e con Bomba - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Incluye Inflador con Manómetro","Shipments","","-1","BCN1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X0029D0DRJ","B0F1F4FM85","29PSIX3_SB","TUBOPLUS 29PSI X3e - Presurizador de Pelotas de Pádel y Tenis | Capacidad para 3 Pelotas | Bote Hermético | Requiere Bomba de Aire (No Incluida)","CustomerReturns","","1","MAD4","CUSTOMER_DAMAGED",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","Shipments","","-1","SVQ1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
"07/15/2025","X002326XGB","B0786KK4TG","MD-R60M-OYR1","Tubo Plus X3 - Presurizador de Pelotas de Pádel y Tenis | Bote Hermético para Mantener la Presión y Recuperar el Rebote | Capacidad para 3 Pelotas | No Incluye Inflador de Aire - Color Azul","Shipments","","-1","RMU1","SELLABLE",,"ES","","","2025-07-15T01:00:00+0100"
